,file_name,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class,class_names
4902,dataset\cars_train\04903.jpg,2,46,316,213,84,Dodge Caravan Minivan 1997
4903,dataset\cars_train\04904.jpg,14,149,304,231,157,Maybach Landaulet Convertible 2012
4904,dataset\cars_train\04905.jpg,130,100,953,366,184,Tesla Model S Sedan 2012
4905,dataset\cars_train\04906.jpg,57,51,447,273,101,Ferrari California Convertible 2012
4906,dataset\cars_train\04907.jpg,24,22,226,169,133,Hyundai Sonata Hybrid Sedan 2012
4907,dataset\cars_train\04908.jpg,139,109,395,298,157,Maybach Landaulet Convertible 2012
4908,dataset\cars_train\04909.jpg,184,209,1227,727,166,Mitsubishi Lancer Sedan 2012
4909,dataset\cars_train\04910.jpg,203,227,1067,776,103,Ferrari 458 Italia Coupe 2012
4910,dataset\cars_train\04911.jpg,99,108,479,301,109,Ford Edge SUV 2012
4911,dataset\cars_train\04912.jpg,324,297,1242,788,186,Toyota Camry Sedan 2012
4912,dataset\cars_train\04913.jpg,14,5,388,254,164,Mercedes-Benz S-Class Sedan 2012
4913,dataset\cars_train\04914.jpg,24,216,1021,654,96,Dodge Charger SRT-8 2009
4914,dataset\cars_train\04915.jpg,11,1,131,96,33,BMW M3 Coupe 2012
4915,dataset\cars_train\04916.jpg,16,24,258,172,106,Ford Mustang Convertible 2007
4916,dataset\cars_train\04917.jpg,1,223,1172,611,106,Ford Mustang Convertible 2007
4917,dataset\cars_train\04918.jpg,15,60,242,175,12,Audi A5 Coupe 2012
4918,dataset\cars_train\04919.jpg,151,112,1528,1069,88,Dodge Journey SUV 2012
4919,dataset\cars_train\04920.jpg,46,60,575,354,164,Mercedes-Benz S-Class Sedan 2012
4920,dataset\cars_train\04921.jpg,166,170,1076,615,163,Mercedes-Benz E-Class Sedan 2012
4921,dataset\cars_train\04922.jpg,276,83,654,352,146,Jeep Liberty SUV 2012
4922,dataset\cars_train\04923.jpg,100,258,753,457,15,Audi V8 Sedan 1994
4923,dataset\cars_train\04924.jpg,198,278,1502,1054,42,Bentley Continental GT Coupe 2007
4924,dataset\cars_train\04925.jpg,73,71,599,411,110,Ford Ranger SuperCab 2011
4925,dataset\cars_train\04926.jpg,6,53,633,363,143,Jaguar XK XKR 2012
4926,dataset\cars_train\04927.jpg,139,130,467,275,37,BMW Z4 Convertible 2012
4927,dataset\cars_train\04928.jpg,15,49,601,331,112,Ford F-150 Regular Cab 2012
4928,dataset\cars_train\04929.jpg,12,105,282,209,41,Bentley Continental GT Coupe 2012
4929,dataset\cars_train\04930.jpg,89,40,414,249,136,Hyundai Genesis Sedan 2012
4930,dataset\cars_train\04931.jpg,75,336,1487,786,15,Audi V8 Sedan 1994
4931,dataset\cars_train\04932.jpg,127,36,1367,896,139,Hyundai Azera Sedan 2012
4932,dataset\cars_train\04933.jpg,22,20,384,178,180,Suzuki Aerio Sedan 2007
4933,dataset\cars_train\04934.jpg,1,87,799,595,168,Nissan NV Passenger Van 2012
4934,dataset\cars_train\04935.jpg,49,73,272,241,156,MINI Cooper Roadster Convertible 2012
4935,dataset\cars_train\04936.jpg,53,115,431,293,71,Chevrolet Monte Carlo Coupe 2007
4936,dataset\cars_train\04937.jpg,6,6,496,223,138,Hyundai Elantra Touring Hatchback 2012
4937,dataset\cars_train\04938.jpg,66,65,572,354,85,Dodge Ram Pickup 3500 Crew Cab 2010
4938,dataset\cars_train\04939.jpg,31,46,294,161,104,Fisker Karma Sedan 2012
4939,dataset\cars_train\04940.jpg,32,50,278,166,22,Audi S4 Sedan 2012
4940,dataset\cars_train\04941.jpg,1,37,197,144,160,Mercedes-Benz 300-Class Convertible 1993
4941,dataset\cars_train\04942.jpg,96,73,559,399,7,Aston Martin V8 Vantage Convertible 2012
4942,dataset\cars_train\04943.jpg,3,56,253,167,71,Chevrolet Monte Carlo Coupe 2007
4943,dataset\cars_train\04944.jpg,29,55,362,210,18,Audi TT Hatchback 2011
4944,dataset\cars_train\04945.jpg,69,79,430,276,33,BMW M3 Coupe 2012
4945,dataset\cars_train\04946.jpg,76,170,884,681,26,BMW 1 Series Convertible 2012
4946,dataset\cars_train\04947.jpg,137,149,676,453,109,Ford Edge SUV 2012
4947,dataset\cars_train\04948.jpg,113,302,668,527,95,Dodge Charger Sedan 2012
4948,dataset\cars_train\04949.jpg,49,99,594,397,16,Audi 100 Sedan 1994
4949,dataset\cars_train\04950.jpg,2,158,640,419,86,Dodge Ram Pickup 3500 Quad Cab 2009
4950,dataset\cars_train\04951.jpg,57,199,982,675,43,Bentley Continental Flying Spur Sedan 2007
4951,dataset\cars_train\04952.jpg,110,234,339,326,151,Lamborghini Gallardo LP 570-4 Superleggera 2012
4952,dataset\cars_train\04953.jpg,17,214,1587,742,97,Eagle Talon Hatchback 1998
4953,dataset\cars_train\04954.jpg,94,163,736,377,54,Chevrolet Corvette Convertible 2012
4954,dataset\cars_train\04955.jpg,48,246,1085,625,175,Rolls-Royce Ghost Sedan 2012
4955,dataset\cars_train\04956.jpg,29,135,581,380,14,Audi R8 Coupe 2012
4956,dataset\cars_train\04957.jpg,27,11,241,177,26,BMW 1 Series Convertible 2012
4957,dataset\cars_train\04958.jpg,616,321,1111,574,176,Rolls-Royce Phantom Sedan 2012
4958,dataset\cars_train\04959.jpg,14,73,254,172,189,Volkswagen Golf Hatchback 2012
4959,dataset\cars_train\04960.jpg,44,67,250,171,128,Honda Accord Sedan 2012
4960,dataset\cars_train\04961.jpg,84,89,686,424,153,Land Rover Range Rover SUV 2012
4961,dataset\cars_train\04962.jpg,8,108,350,240,152,Lamborghini Diablo Coupe 2001
4962,dataset\cars_train\04963.jpg,19,13,409,268,178,Spyker C8 Convertible 2009
4963,dataset\cars_train\04964.jpg,3,12,300,211,130,Hyundai Santa Fe SUV 2012
4964,dataset\cars_train\04965.jpg,50,88,440,254,177,Scion xD Hatchback 2012
4965,dataset\cars_train\04966.jpg,17,62,187,123,30,BMW 6 Series Convertible 2007
4966,dataset\cars_train\04967.jpg,4,144,799,526,81,Daewoo Nubira Wagon 2002
4967,dataset\cars_train\04968.jpg,19,104,616,385,158,Mazda Tribute SUV 2011
4968,dataset\cars_train\04969.jpg,2,34,355,176,158,Mazda Tribute SUV 2011
4969,dataset\cars_train\04970.jpg,45,88,799,573,195,smart fortwo Convertible 2012
4970,dataset\cars_train\04971.jpg,110,133,565,368,170,Nissan 240SX Coupe 1998
4971,dataset\cars_train\04972.jpg,197,105,1059,726,37,BMW Z4 Convertible 2012
4972,dataset\cars_train\04973.jpg,56,100,449,346,36,BMW X3 SUV 2012
4973,dataset\cars_train\04974.jpg,15,46,290,207,130,Hyundai Santa Fe SUV 2012
4974,dataset\cars_train\04975.jpg,27,93,620,350,37,BMW Z4 Convertible 2012
4975,dataset\cars_train\04976.jpg,95,140,1344,860,192,Volvo C30 Hatchback 2012
4976,dataset\cars_train\04977.jpg,23,78,601,403,126,Honda Odyssey Minivan 2007
4977,dataset\cars_train\04978.jpg,125,165,574,469,34,BMW M5 Sedan 2010
4978,dataset\cars_train\04979.jpg,1,167,645,445,54,Chevrolet Corvette Convertible 2012
4979,dataset\cars_train\04980.jpg,61,230,577,457,126,Honda Odyssey Minivan 2007
4980,dataset\cars_train\04981.jpg,47,272,919,638,144,Jeep Patriot SUV 2012
4981,dataset\cars_train\04982.jpg,78,264,961,563,192,Volvo C30 Hatchback 2012
4982,dataset\cars_train\04983.jpg,49,93,225,169,150,Lamborghini Aventador Coupe 2012
4983,dataset\cars_train\04984.jpg,11,103,617,310,128,Honda Accord Sedan 2012
4984,dataset\cars_train\04985.jpg,10,44,1027,557,116,Ford Fiesta Sedan 2012
4985,dataset\cars_train\04986.jpg,14,95,483,337,119,GMC Yukon Hybrid SUV 2012
4986,dataset\cars_train\04987.jpg,76,81,660,420,130,Hyundai Santa Fe SUV 2012
4987,dataset\cars_train\04988.jpg,176,212,498,395,101,Ferrari California Convertible 2012
4988,dataset\cars_train\04989.jpg,55,149,529,343,43,Bentley Continental Flying Spur Sedan 2007
4989,dataset\cars_train\04990.jpg,124,334,1390,859,159,McLaren MP4-12C Coupe 2012
4990,dataset\cars_train\04991.jpg,14,26,189,91,122,Geo Metro Convertible 1993
4991,dataset\cars_train\04992.jpg,23,73,486,336,117,GMC Terrain SUV 2012
4992,dataset\cars_train\04993.jpg,42,90,613,398,74,Chevrolet Silverado 1500 Regular Cab 2012
4993,dataset\cars_train\04994.jpg,27,8,417,346,104,Fisker Karma Sedan 2012
4994,dataset\cars_train\04995.jpg,26,84,401,284,127,Honda Accord Coupe 2012
4995,dataset\cars_train\04996.jpg,77,139,803,549,123,HUMMER H3T Crew Cab 2010
4996,dataset\cars_train\04997.jpg,80,42,448,285,130,Hyundai Santa Fe SUV 2012
4997,dataset\cars_train\04998.jpg,8,51,799,411,29,BMW 3 Series Wagon 2012
4998,dataset\cars_train\04999.jpg,55,80,978,667,110,Ford Ranger SuperCab 2011
4999,dataset\cars_train\05000.jpg,15,37,258,180,71,Chevrolet Monte Carlo Coupe 2007
5000,dataset\cars_train\05001.jpg,1,27,640,438,178,Spyker C8 Convertible 2009
5001,dataset\cars_train\05002.jpg,26,46,481,228,11,Audi RS 4 Convertible 2008
5002,dataset\cars_train\05003.jpg,8,29,276,178,89,Dodge Dakota Crew Cab 2010
5003,dataset\cars_train\05004.jpg,71,137,595,441,85,Dodge Ram Pickup 3500 Crew Cab 2010
5004,dataset\cars_train\05005.jpg,56,60,346,222,114,Ford Focus Sedan 2007
5005,dataset\cars_train\05006.jpg,22,13,292,188,36,BMW X3 SUV 2012
5006,dataset\cars_train\05007.jpg,39,142,617,354,19,Audi S6 Sedan 2011
5007,dataset\cars_train\05008.jpg,71,77,575,381,72,Chevrolet Malibu Sedan 2007
5008,dataset\cars_train\05009.jpg,71,16,399,321,44,Bugatti Veyron 16.4 Convertible 2009
5009,dataset\cars_train\05010.jpg,27,84,281,184,102,Ferrari 458 Italia Convertible 2012
5010,dataset\cars_train\05011.jpg,1,31,140,77,33,BMW M3 Coupe 2012
5011,dataset\cars_train\05012.jpg,42,77,617,463,194,Volvo XC90 SUV 2007
5012,dataset\cars_train\05013.jpg,16,59,472,304,60,Chevrolet Impala Sedan 2007
5013,dataset\cars_train\05014.jpg,58,364,970,682,155,Lincoln Town Car Sedan 2011
5014,dataset\cars_train\05015.jpg,172,99,853,696,78,Chrysler 300 SRT-8 2010
5015,dataset\cars_train\05016.jpg,256,171,580,359,45,Bugatti Veyron 16.4 Coupe 2009
5016,dataset\cars_train\05017.jpg,23,53,271,198,115,Ford E-Series Wagon Van 2012
5017,dataset\cars_train\05018.jpg,23,67,605,392,180,Suzuki Aerio Sedan 2007
5018,dataset\cars_train\05019.jpg,59,61,558,410,139,Hyundai Azera Sedan 2012
5019,dataset\cars_train\05020.jpg,6,81,613,420,70,Chevrolet Express Van 2007
5020,dataset\cars_train\05021.jpg,86,237,979,588,159,McLaren MP4-12C Coupe 2012
5021,dataset\cars_train\05022.jpg,50,243,1424,883,144,Jeep Patriot SUV 2012
5022,dataset\cars_train\05023.jpg,201,112,513,342,9,Aston Martin Virage Convertible 2012
5023,dataset\cars_train\05024.jpg,57,189,944,587,185,Toyota Sequoia SUV 2012
5024,dataset\cars_train\05025.jpg,22,55,290,221,120,GMC Acadia SUV 2012
5025,dataset\cars_train\05026.jpg,84,54,443,313,136,Hyundai Genesis Sedan 2012
5026,dataset\cars_train\05027.jpg,60,99,614,399,189,Volkswagen Golf Hatchback 2012
5027,dataset\cars_train\05028.jpg,52,15,274,142,27,BMW 1 Series Coupe 2012
5028,dataset\cars_train\05029.jpg,22,214,783,520,39,Bentley Arnage Sedan 2009
5029,dataset\cars_train\05030.jpg,60,76,593,393,0,AM General Hummer SUV 2000
5030,dataset\cars_train\05031.jpg,46,109,492,317,164,Mercedes-Benz S-Class Sedan 2012
5031,dataset\cars_train\05032.jpg,108,58,316,203,70,Chevrolet Express Van 2007
5032,dataset\cars_train\05033.jpg,78,106,321,238,51,Cadillac SRX SUV 2012
5033,dataset\cars_train\05034.jpg,8,26,442,313,66,Chevrolet Malibu Hybrid Sedan 2010
5034,dataset\cars_train\05035.jpg,129,265,1980,1114,118,GMC Savana Van 2012
5035,dataset\cars_train\05036.jpg,58,231,1145,770,163,Mercedes-Benz E-Class Sedan 2012
5036,dataset\cars_train\05037.jpg,111,123,657,436,129,Hyundai Veloster Hatchback 2012
5037,dataset\cars_train\05038.jpg,41,52,218,170,113,Ford F-150 Regular Cab 2007
5038,dataset\cars_train\05039.jpg,106,17,517,360,177,Scion xD Hatchback 2012
5039,dataset\cars_train\05040.jpg,381,293,863,512,24,Audi TT RS Coupe 2012
5040,dataset\cars_train\05041.jpg,3,6,202,159,87,Dodge Sprinter Cargo Van 2009
5041,dataset\cars_train\05042.jpg,147,119,1078,596,5,Acura Integra Type R 2001
5042,dataset\cars_train\05043.jpg,21,69,288,210,189,Volkswagen Golf Hatchback 2012
5043,dataset\cars_train\05044.jpg,18,12,251,183,130,Hyundai Santa Fe SUV 2012
5044,dataset\cars_train\05045.jpg,29,74,605,431,191,Volkswagen Beetle Hatchback 2012
5045,dataset\cars_train\05046.jpg,187,337,1438,862,89,Dodge Dakota Crew Cab 2010
5046,dataset\cars_train\05047.jpg,51,46,439,250,154,Land Rover LR2 SUV 2012
5047,dataset\cars_train\05048.jpg,40,70,562,350,9,Aston Martin Virage Convertible 2012
5048,dataset\cars_train\05049.jpg,190,167,581,383,45,Bugatti Veyron 16.4 Coupe 2009
5049,dataset\cars_train\05050.jpg,40,70,1582,1030,22,Audi S4 Sedan 2012
5050,dataset\cars_train\05051.jpg,29,40,418,319,99,FIAT 500 Convertible 2012
5051,dataset\cars_train\05052.jpg,83,93,686,425,2,Acura TL Sedan 2012
5052,dataset\cars_train\05053.jpg,21,154,607,367,179,Spyker C8 Coupe 2009
5053,dataset\cars_train\05054.jpg,41,78,990,711,51,Cadillac SRX SUV 2012
5054,dataset\cars_train\05055.jpg,187,225,886,762,164,Mercedes-Benz S-Class Sedan 2012
5055,dataset\cars_train\05056.jpg,37,180,978,619,96,Dodge Charger SRT-8 2009
5056,dataset\cars_train\05057.jpg,63,106,435,329,3,Acura TL Type-S 2008
5057,dataset\cars_train\05058.jpg,18,55,625,389,32,BMW X6 SUV 2012
5058,dataset\cars_train\05059.jpg,139,298,756,598,103,Ferrari 458 Italia Coupe 2012
5059,dataset\cars_train\05060.jpg,153,59,861,658,131,Hyundai Tucson SUV 2012
5060,dataset\cars_train\05061.jpg,267,753,3247,1744,97,Eagle Talon Hatchback 1998
5061,dataset\cars_train\05062.jpg,22,22,310,222,105,Ford F-450 Super Duty Crew Cab 2012
5062,dataset\cars_train\05063.jpg,36,56,605,455,12,Audi A5 Coupe 2012
5063,dataset\cars_train\05064.jpg,85,79,530,401,114,Ford Focus Sedan 2007
5064,dataset\cars_train\05065.jpg,37,102,605,389,114,Ford Focus Sedan 2007
5065,dataset\cars_train\05066.jpg,25,74,221,174,41,Bentley Continental GT Coupe 2012
5066,dataset\cars_train\05067.jpg,17,46,383,230,18,Audi TT Hatchback 2011
5067,dataset\cars_train\05068.jpg,80,231,1167,667,42,Bentley Continental GT Coupe 2007
5068,dataset\cars_train\05069.jpg,128,101,347,195,37,BMW Z4 Convertible 2012
5069,dataset\cars_train\05070.jpg,33,74,375,259,76,Chrysler Sebring Convertible 2010
5070,dataset\cars_train\05071.jpg,66,70,478,293,51,Cadillac SRX SUV 2012
5071,dataset\cars_train\05072.jpg,25,50,239,159,37,BMW Z4 Convertible 2012
5072,dataset\cars_train\05073.jpg,52,64,217,150,102,Ferrari 458 Italia Convertible 2012
5073,dataset\cars_train\05074.jpg,23,106,462,301,77,Chrysler Town and Country Minivan 2012
5074,dataset\cars_train\05075.jpg,29,33,243,153,24,Audi TT RS Coupe 2012
5075,dataset\cars_train\05076.jpg,39,73,261,137,150,Lamborghini Aventador Coupe 2012
5076,dataset\cars_train\05077.jpg,25,44,559,273,6,Acura ZDX Hatchback 2012
5077,dataset\cars_train\05078.jpg,24,115,582,293,102,Ferrari 458 Italia Convertible 2012
5078,dataset\cars_train\05079.jpg,17,21,400,300,158,Mazda Tribute SUV 2011
5079,dataset\cars_train\05080.jpg,18,144,789,463,78,Chrysler 300 SRT-8 2010
5080,dataset\cars_train\05081.jpg,8,1,498,196,50,Cadillac CTS-V Sedan 2012
5081,dataset\cars_train\05082.jpg,36,35,401,241,65,Chevrolet Cobalt SS 2010
5082,dataset\cars_train\05083.jpg,22,78,378,236,12,Audi A5 Coupe 2012
5083,dataset\cars_train\05084.jpg,59,60,542,346,97,Eagle Talon Hatchback 1998
5084,dataset\cars_train\05085.jpg,17,44,256,174,22,Audi S4 Sedan 2012
5085,dataset\cars_train\05086.jpg,14,135,567,305,14,Audi R8 Coupe 2012
5086,dataset\cars_train\05087.jpg,25,99,587,384,34,BMW M5 Sedan 2010
5087,dataset\cars_train\05088.jpg,42,78,362,299,177,Scion xD Hatchback 2012
5088,dataset\cars_train\05089.jpg,68,287,1228,667,178,Spyker C8 Convertible 2009
5089,dataset\cars_train\05090.jpg,134,43,467,158,25,BMW ActiveHybrid 5 Sedan 2012
5090,dataset\cars_train\05091.jpg,97,141,955,585,114,Ford Focus Sedan 2007
5091,dataset\cars_train\05092.jpg,26,48,459,335,112,Ford F-150 Regular Cab 2012
5092,dataset\cars_train\05093.jpg,13,122,393,283,138,Hyundai Elantra Touring Hatchback 2012
5093,dataset\cars_train\05094.jpg,43,114,486,253,37,BMW Z4 Convertible 2012
5094,dataset\cars_train\05095.jpg,51,193,1001,656,41,Bentley Continental GT Coupe 2012
5095,dataset\cars_train\05096.jpg,2,82,381,187,152,Lamborghini Diablo Coupe 2001
5096,dataset\cars_train\05097.jpg,11,4,289,180,159,McLaren MP4-12C Coupe 2012
5097,dataset\cars_train\05098.jpg,87,80,827,700,145,Jeep Wrangler SUV 2012
5098,dataset\cars_train\05099.jpg,5,63,286,174,106,Ford Mustang Convertible 2007
5099,dataset\cars_train\05100.jpg,14,90,611,446,119,GMC Yukon Hybrid SUV 2012
5100,dataset\cars_train\05101.jpg,166,597,1949,1431,163,Mercedes-Benz E-Class Sedan 2012
5101,dataset\cars_train\05102.jpg,13,19,318,235,84,Dodge Caravan Minivan 1997
5102,dataset\cars_train\05103.jpg,47,35,590,403,93,Dodge Durango SUV 2012
5103,dataset\cars_train\05104.jpg,42,188,769,477,144,Jeep Patriot SUV 2012
5104,dataset\cars_train\05105.jpg,27,40,279,142,29,BMW 3 Series Wagon 2012
5105,dataset\cars_train\05106.jpg,9,11,246,179,124,HUMMER H2 SUT Crew Cab 2009
5106,dataset\cars_train\05107.jpg,31,44,379,250,151,Lamborghini Gallardo LP 570-4 Superleggera 2012
5107,dataset\cars_train\05108.jpg,5,15,298,139,107,Ford Freestar Minivan 2007
5108,dataset\cars_train\05109.jpg,97,32,518,228,182,Suzuki SX4 Hatchback 2012
5109,dataset\cars_train\05110.jpg,126,171,1665,1182,148,Jeep Compass SUV 2012
5110,dataset\cars_train\05111.jpg,22,65,473,287,92,Dodge Challenger SRT8 2011
5111,dataset\cars_train\05112.jpg,25,112,588,334,65,Chevrolet Cobalt SS 2010
5112,dataset\cars_train\05113.jpg,16,37,243,158,105,Ford F-450 Super Duty Crew Cab 2012
5113,dataset\cars_train\05114.jpg,24,95,276,237,20,Audi S5 Convertible 2012
5114,dataset\cars_train\05115.jpg,26,64,235,185,112,Ford F-150 Regular Cab 2012
5115,dataset\cars_train\05116.jpg,32,42,584,347,13,Audi TTS Coupe 2012
5116,dataset\cars_train\05117.jpg,51,321,1517,1122,186,Toyota Camry Sedan 2012
5117,dataset\cars_train\05118.jpg,16,55,246,163,79,Chrysler Crossfire Convertible 2008
5118,dataset\cars_train\05119.jpg,52,118,743,513,195,smart fortwo Convertible 2012
5119,dataset\cars_train\05120.jpg,31,219,613,417,193,Volvo 240 Sedan 1993
5120,dataset\cars_train\05121.jpg,117,196,661,383,123,HUMMER H3T Crew Cab 2010
5121,dataset\cars_train\05122.jpg,44,56,397,306,19,Audi S6 Sedan 2011
5122,dataset\cars_train\05123.jpg,108,149,1137,637,95,Dodge Charger Sedan 2012
5123,dataset\cars_train\05124.jpg,26,147,629,386,49,Buick Enclave SUV 2012
5124,dataset\cars_train\05125.jpg,42,170,591,389,3,Acura TL Type-S 2008
5125,dataset\cars_train\05126.jpg,188,106,581,295,151,Lamborghini Gallardo LP 570-4 Superleggera 2012
5126,dataset\cars_train\05127.jpg,19,37,235,134,187,Toyota Corolla Sedan 2012
5127,dataset\cars_train\05128.jpg,15,58,246,139,4,Acura TSX Sedan 2012
5128,dataset\cars_train\05129.jpg,172,107,582,335,21,Audi S5 Coupe 2012
5129,dataset\cars_train\05130.jpg,35,38,222,163,85,Dodge Ram Pickup 3500 Crew Cab 2010
5130,dataset\cars_train\05131.jpg,50,159,595,456,154,Land Rover LR2 SUV 2012
5131,dataset\cars_train\05132.jpg,35,92,405,309,31,BMW X5 SUV 2007
5132,dataset\cars_train\05133.jpg,37,72,281,187,156,MINI Cooper Roadster Convertible 2012
5133,dataset\cars_train\05134.jpg,19,61,472,309,138,Hyundai Elantra Touring Hatchback 2012
5134,dataset\cars_train\05135.jpg,3,11,258,137,107,Ford Freestar Minivan 2007
5135,dataset\cars_train\05136.jpg,32,116,569,370,104,Fisker Karma Sedan 2012
5136,dataset\cars_train\05137.jpg,54,44,578,401,132,Hyundai Veracruz SUV 2012
5137,dataset\cars_train\05138.jpg,21,6,341,146,14,Audi R8 Coupe 2012
5138,dataset\cars_train\05139.jpg,21,104,514,377,153,Land Rover Range Rover SUV 2012
5139,dataset\cars_train\05140.jpg,37,102,723,407,57,Chevrolet Traverse SUV 2012
5140,dataset\cars_train\05141.jpg,59,85,994,677,62,Chevrolet Sonic Sedan 2012
5141,dataset\cars_train\05142.jpg,24,86,472,309,91,Dodge Magnum Wagon 2008
5142,dataset\cars_train\05143.jpg,3,24,572,275,9,Aston Martin Virage Convertible 2012
5143,dataset\cars_train\05144.jpg,43,276,973,562,20,Audi S5 Convertible 2012
5144,dataset\cars_train\05145.jpg,17,68,402,241,43,Bentley Continental Flying Spur Sedan 2007
5145,dataset\cars_train\05146.jpg,123,69,489,259,24,Audi TT RS Coupe 2012
5146,dataset\cars_train\05147.jpg,53,114,577,299,170,Nissan 240SX Coupe 1998
5147,dataset\cars_train\05148.jpg,72,109,529,323,12,Audi A5 Coupe 2012
5148,dataset\cars_train\05149.jpg,55,22,593,399,148,Jeep Compass SUV 2012
5149,dataset\cars_train\05150.jpg,55,113,523,331,20,Audi S5 Convertible 2012
5150,dataset\cars_train\05151.jpg,47,140,611,426,119,GMC Yukon Hybrid SUV 2012
5151,dataset\cars_train\05152.jpg,48,92,261,161,58,Chevrolet Camaro Convertible 2012
5152,dataset\cars_train\05153.jpg,28,94,614,389,143,Jaguar XK XKR 2012
5153,dataset\cars_train\05154.jpg,335,234,992,740,148,Jeep Compass SUV 2012
5154,dataset\cars_train\05155.jpg,22,53,1773,1013,119,GMC Yukon Hybrid SUV 2012
5155,dataset\cars_train\05156.jpg,89,137,524,335,30,BMW 6 Series Convertible 2007
5156,dataset\cars_train\05157.jpg,172,22,760,469,150,Lamborghini Aventador Coupe 2012
5157,dataset\cars_train\05158.jpg,1,31,443,299,38,Bentley Continental Supersports Conv. Convertible 2012
5158,dataset\cars_train\05159.jpg,9,66,600,373,113,Ford F-150 Regular Cab 2007
5159,dataset\cars_train\05160.jpg,12,64,254,140,106,Ford Mustang Convertible 2007
5160,dataset\cars_train\05161.jpg,32,43,620,437,130,Hyundai Santa Fe SUV 2012
5161,dataset\cars_train\05162.jpg,29,32,472,331,19,Audi S6 Sedan 2011
5162,dataset\cars_train\05163.jpg,68,116,543,371,37,BMW Z4 Convertible 2012
5163,dataset\cars_train\05164.jpg,15,107,624,363,181,Suzuki Kizashi Sedan 2012
5164,dataset\cars_train\05165.jpg,16,83,564,322,171,Plymouth Neon Coupe 1999
5165,dataset\cars_train\05166.jpg,36,60,586,354,121,GMC Canyon Extended Cab 2012
5166,dataset\cars_train\05167.jpg,11,24,117,76,173,Ram C/V Cargo Van Minivan 2012
5167,dataset\cars_train\05168.jpg,40,184,702,493,67,Chevrolet TrailBlazer SS 2009
5168,dataset\cars_train\05169.jpg,55,167,769,406,193,Volvo 240 Sedan 1993
5169,dataset\cars_train\05170.jpg,6,85,292,192,103,Ferrari 458 Italia Coupe 2012
5170,dataset\cars_train\05171.jpg,214,27,558,235,194,Volvo XC90 SUV 2007
5171,dataset\cars_train\05172.jpg,208,207,772,513,176,Rolls-Royce Phantom Sedan 2012
5172,dataset\cars_train\05173.jpg,48,70,274,200,34,BMW M5 Sedan 2010
5173,dataset\cars_train\05174.jpg,18,63,639,396,69,Chevrolet Silverado 1500 Classic Extended Cab 2007
5174,dataset\cars_train\05175.jpg,111,11,531,320,186,Toyota Camry Sedan 2012
5175,dataset\cars_train\05176.jpg,48,51,279,179,61,Chevrolet Tahoe Hybrid SUV 2012
5176,dataset\cars_train\05177.jpg,16,24,580,282,16,Audi 100 Sedan 1994
5177,dataset\cars_train\05178.jpg,5,169,799,506,78,Chrysler 300 SRT-8 2010
5178,dataset\cars_train\05179.jpg,2,63,625,402,60,Chevrolet Impala Sedan 2007
5179,dataset\cars_train\05180.jpg,45,120,569,362,178,Spyker C8 Convertible 2009
5180,dataset\cars_train\05181.jpg,30,162,565,379,16,Audi 100 Sedan 1994
5181,dataset\cars_train\05182.jpg,21,121,390,381,104,Fisker Karma Sedan 2012
5182,dataset\cars_train\05183.jpg,15,59,1147,617,24,Audi TT RS Coupe 2012
5183,dataset\cars_train\05184.jpg,24,144,607,398,82,Dodge Caliber Wagon 2012
5184,dataset\cars_train\05185.jpg,80,231,861,679,111,Ford GT Coupe 2006
5185,dataset\cars_train\05186.jpg,14,47,467,221,113,Ford F-150 Regular Cab 2007
5186,dataset\cars_train\05187.jpg,29,5,211,144,105,Ford F-450 Super Duty Crew Cab 2012
5187,dataset\cars_train\05188.jpg,28,42,463,308,110,Ford Ranger SuperCab 2011
5188,dataset\cars_train\05189.jpg,17,49,584,433,145,Jeep Wrangler SUV 2012
5189,dataset\cars_train\05190.jpg,80,86,544,299,92,Dodge Challenger SRT8 2011
5190,dataset\cars_train\05191.jpg,24,138,617,358,58,Chevrolet Camaro Convertible 2012
5191,dataset\cars_train\05192.jpg,55,14,529,374,52,Cadillac Escalade EXT Crew Cab 2007
5192,dataset\cars_train\05193.jpg,72,103,598,302,141,Infiniti QX56 SUV 2011
5193,dataset\cars_train\05194.jpg,29,44,587,463,94,Dodge Durango SUV 2007
5194,dataset\cars_train\05195.jpg,67,355,1549,1063,169,Nissan Juke Hatchback 2012
5195,dataset\cars_train\05196.jpg,41,41,239,134,110,Ford Ranger SuperCab 2011
5196,dataset\cars_train\05197.jpg,39,141,594,355,6,Acura ZDX Hatchback 2012
5197,dataset\cars_train\05198.jpg,244,153,632,397,139,Hyundai Azera Sedan 2012
5198,dataset\cars_train\05199.jpg,224,49,621,346,118,GMC Savana Van 2012
5199,dataset\cars_train\05200.jpg,86,19,505,316,137,Hyundai Sonata Sedan 2012
5200,dataset\cars_train\05201.jpg,12,47,251,162,96,Dodge Charger SRT-8 2009
5201,dataset\cars_train\05202.jpg,21,45,269,160,176,Rolls-Royce Phantom Sedan 2012
5202,dataset\cars_train\05203.jpg,6,50,300,167,44,Bugatti Veyron 16.4 Convertible 2009
5203,dataset\cars_train\05204.jpg,46,81,507,278,156,MINI Cooper Roadster Convertible 2012
5204,dataset\cars_train\05205.jpg,35,50,673,495,123,HUMMER H3T Crew Cab 2010
5205,dataset\cars_train\05206.jpg,118,39,882,681,171,Plymouth Neon Coupe 1999
